"Trade Association ID","Sector Grouping","Association Name","Website Link","Sectors","Brief Description"
"TRADE_ASSOCIATION_0191","Digital Retail Education Creative and Sports","UK Advertising Export Group (UKAEG)","https://ukaeg.com/","Advertising","The UKAEG was launched in 2020. The aim of UKAEG is to support the international growth and exports of UK advertising and marketing services companies by 50%  industry partnership with UK Gove by 2023. The UK Advertising Export Group is an"
"TRADE_ASSOCIATION_0192","Digital Retail Education Creative and Sports","UK Fashion and Textile Association (UKFT)","https://www.ukft.org/","Fashion","The UK Fashion & Textile Association (UKFT) is the largest network for fashion and textile companies in the UK. The association brings together designers manufacturers suppliers agents and retailers to promote their businesses and the in"
"TRADE_ASSOCIATION_0193","Digital Retail Education Creative and Sports","UK Hospitality","https://www.ukhospitality.org.uk/","Tourism","UKHospitality represents the broad hospitality sector – covering everything from bars coffee shops contract catering hotels nightclubs visitor attractions and other leisure venues."
"TRADE_ASSOCIATION_0194","Digital Retail Education Creative and Sports","UK Screen Alliance","https://www.ukscreenalliance.co.uk/","Creative Media","The UK Screen Alliance in partnership with Animation UK is the trade association that represents companies involved in animation post-production VFX physical special effects audio camera and lighting hire freelance talent agencies and"
"TRADE_ASSOCIATION_0195","Digital Retail Education Creative and Sports","UK Travel Retail Forum (UKTRF)","http://www.uktrf.co.uk/","Retail","The overall aim of the UKTRF is to secure the most favourable operating environment for companies trading in the international travel retail market. The UKTRF’s Members represent most sectors of the travel retail business. They currently in"
"TRADE_ASSOCIATION_0196","Digital Retail Education Creative and Sports","United Kingdom Interactive Entertainment (UKIE)","https://ukie.org.uk/","Creative Media","UKIE is the only trade body for the UK’s wider interactive entertainment industry. It exists to champion the interests needs and positive image of the videogames and interactive entertainment industry. Representing businesses of all sizes"
"TRADE_ASSOCIATION_0197","Digital Retail Education Creative and Sports","Wales Tourism Alliance (WTA)","https://www.wta.org.uk/","Tourism","The Wales Tourism Alliance (WTA) was formed when the National Assembly for Wales was established and the responsibility for tourism was devolved from Westminster to Cardiff. Their role is to inform and forward the views and needs of the tou"
"TRADE_ASSOCIATION_0198","Digital Retail Education Creative and Sports","Walpole","https://www.thewalpole.co.uk/","Retail","Walpole is the official sector body for UK luxury. Founded in 1992 as a not-for-profit organisation it counts more than 250 British brands in its membership and is recognised in both Westminster and Brussels. As the voice of British luxury"
"TRADE_ASSOCIATION_0199","Digital Retail Education Creative and Sports","Welsh Retail Consortium (WRC)","https://brc.org.uk/wrc/","Retail","The Welsh Retail Consortium (WRC) was launched in June 2012 to represent the broad spectrum of Welsh retailing: large multiple retailers department stores and independents; selling food and non-food products and services; on the high stree"
"TRADE_ASSOCIATION_0200","Financial Professional and Business Services","Association for Financial Markets in Europe","https://www.afme.eu/","Financial Services","The Association for Financial Markets in Europe advocates stable competitive and sustainable European financial markets that support economic growth and benefit society."
"TRADE_ASSOCIATION_0201","Financial Professional and Business Services","Association of British Insurers","https://www.abi.org.uk/","Insurance","The ABI speak on behalf of UK insurers. They provide consumers with general information on insurance and savings products and services. They promote best practice transparency and high standards within the industry. As a forward-thinking o"
"TRADE_ASSOCIATION_0202","Financial Professional and Business Services","Association of Foreign Banks (AFB)","https://www.foreignbanks.org.uk/","Financial Services","Established in 1947 the AFB is the voice of Foreign Banks in the UK. The AFB champions the success of foreign banks in the UK by supporting their establishment; providing a platform for them to share information and best practice; promotin"
"TRADE_ASSOCIATION_0203","Financial Professional and Business Services","Association of Mortgage Intermediaries (AMI)","https://www.a-m-i.org.uk/","Mortgage","AMI exists to support the professional mortgage intermediary. They lobby the Treasury FS government EU policymakers and other opinion formers to ensure the regulatory and business environment is positive toward the intermediary. It is AM"
"TRADE_ASSOCIATION_0204","Financial Professional and Business Services","British Expertise International (BEI)","https://www.britishexpertise.org/","All Sectors","BEI is the leading business development network for UK-based companies exporting expertise in infrastructure capacity building and international development services particularly to fast-growing emerging and developing international mark"
"TRADE_ASSOCIATION_0205","Financial Professional and Business Services","British Insurance Brokers' Association (BIBA)","https://www.biba.org.uk/","Insurance","The British Insurance Brokers’ Association (BIBA) is the UK’s leading general insurance intermediary organisation representing the interests of insurance brokers intermediaries and their customers. BIBA is the voice of the sector advising"
"TRADE_ASSOCIATION_0206","Financial Professional and Business Services","British Private Equity and Venture Capital Association (BVCA)","https://www.bvca.co.uk/","Venture Capital","The British Private Equity & Venture Capital Association (BVCA) is the industry body and public policy advocate for the private equity and venture capital industry in the UK. Their aim is to aid understanding around the activities of their"
"TRADE_ASSOCIATION_0207","Financial Professional and Business Services","British Property Foundation","https://bpf.org.uk/","Property","The British Property Foundation is the membership organisation for and the voice of the UK real estate industry. They exist to promote the interests of all those with a stake in real estate in the UK. They also prepare an annual review wh"
"TRADE_ASSOCIATION_0208","Financial Professional and Business Services","Built Environment Networking","https://www.built-environment-networking.com/","Property","Organisers of multiple events every year that connect industry colleagues and highlight new development plans and investment opportunities. They provide opportunities to explore new sectors discover exclusive insights on new and ongoing de"
"TRADE_ASSOCIATION_0209","Financial Professional and Business Services","Business in the Community (BITC)","https://www.bitc.org.uk/","All Sectors","Business in the Community is working to shape a new contract between business and society in order to secure a fairer society and a more sustainable future."
"TRADE_ASSOCIATION_0210","Financial Professional and Business Services","Charity Finance Group (CFG)","https://www.cfg.org.uk/","Financial Services","Charity Finance Group’s training and development programmes enable finance managers to give the essential leadership on finance strategy and management that their charities need. With more than 2200 members managing over £19.3 billion (w"
"TRADE_ASSOCIATION_0211","Financial Professional and Business Services","Chartered Institute for Securities and Investment","https://www.cisi.org/","Financial Services","The Chartered Institute for Securities & Investment is the leading professional body for securities investment wealth and financial planning professionals. Dedicated to professionalism since it emerged from the London Stock exchange in 19"
"TRADE_ASSOCIATION_0212","Financial Professional and Business Services","Chartered Insurance Institute","https://www.cii.co.uk/","Insurance","The Chartered Insurance Institute are a professional body dedicated to building public trust in the insurance and financial planning profession. The institute promotes standards of integrity technical competence and business capability."
"TRADE_ASSOCIATION_0213","Financial Professional and Business Services","Cinema Advertising Association","https://cinemaadvertisingassociation.co.uk/","Advertising","The Cinema Advertising Association (CAA) is the Trade Association of cinema advertising contractors operating in the UK. One of the functions of the CAA is to monitor and maintain standards of advertising exhibition in the UK and the Republ"
"TRADE_ASSOCIATION_0214","Financial Professional and Business Services","Coadec","https://coadec.com/","FinTech","Coadec or the Coalition for a Digital Economy is a non-profit organisation that campaigns for policies to support digital start-ups in the UK. It conducts research hosts events and runs campaigns to ensure access to talent access to fin"
"TRADE_ASSOCIATION_0215","Financial Professional and Business Services","FCA: Project Innovate","https://www.fca.org.uk/firms/innovation","FinTech","The FCA has launched an Innovation Hub that aims to support businesses working within FinTech. The support offered to businesses through the Innovation Hub includes: a dedicated team and contact for innovator businesses help for these busi"
"TRADE_ASSOCIATION_0216","Financial Professional and Business Services","Finance and Leasing Association (FLA)","https://www.fla.org.uk/","Financial Services","The Finance & Leasing Association is the leading trade body for the asset consumer and motor finance sectors in the UK and the largest organisation of its kind in Europe. Members include banks subsidiaries of banks and building societies"
"TRADE_ASSOCIATION_0217","Financial Professional and Business Services","Financial Data and Technology Association","https://fdata.global/","FinTech","The Financial Data and Technology Association is a trade association for financial technology (""fintech"") companies which give customers more control of their financial data. The Association seeks to work with government regulatory authori"
"TRADE_ASSOCIATION_0218","Financial Professional and Business Services","Financial Data and Technology Association","https://fdata.global/","FinTech","The Financial Data and Technology Association is a trade association for financial technology (""fintech"") companies which give customers more control of their financial data. The Association seeks to work with government regulatory authori"
"TRADE_ASSOCIATION_0219","Financial Professional and Business Services","FINTEC Circle","https://fintechcircle.com/","FinTech","FINTECH Circle is a highly vetted and curated Membership Club of senior investors entrepreneurs business leaders and influencers who all are enthusiastic about the growing FINTECH sector globally. Membership is by referral or invitation o"
"TRADE_ASSOCIATION_0220","Financial Professional and Business Services","FINTEC Circle","https://fintechcircle.com/","FinTech","FINTECH Circle is a highly vetted and curated Membership Club of senior investors entrepreneurs business leaders and influencers who all are enthusiastic about the growing FINTECH sector globally. Membership is by referral or invitation o"
"TRADE_ASSOCIATION_0221","Financial Professional and Business Services","Higher Education Procurement Association (HEPA)","https://www.hepa.ac.uk/","Recruitment","HEPA is the network for procurement professionals in the HE sector. It was created as a result of the challenge set out in the Diamond Report to enhance the expertise and capacity of university procurement."
"TRADE_ASSOCIATION_0222","Financial Professional and Business Services","Innovate Finance","https://www.innovatefinance.com/","FinTech","Innovate Finance is an independent not for profit membership organisation serving the global FinTech community. It aims to accelerate the UK’s position as the number one global hub for FinTech by directly supporting the next era of technolo"
"TRADE_ASSOCIATION_0223","Financial Professional and Business Services","Innovate Finance","https://www.innovatefinance.com/","FinTech","Innovate Finance is an independent not for profit membership organisation serving the global FinTech community. It aims to accelerate the UK’s position as the number one global hub for FinTech by directly supporting the next era of technolo"
"TRADE_ASSOCIATION_0224","Financial Professional and Business Services","Innovation SuperNetwork","https://supernetwork.org.uk/","FinTech","The Innovation SuperNetwork’s specialist business support gives North East entrepreneurs start-ups and scale-ups direct access to new market opportunities finance and sector expertise. They run innovation accelerators Access to Finance p"
"TRADE_ASSOCIATION_0225","Financial Professional and Business Services","Institute of Chartered Accountants in England and Wales (ICAEW)","https://www.icaew.com/","Accounting","ICAEW is a world leading professional membership organisation that promotes develops and supports over 142000 chartered accountants worldwide. They provide qualifications and professional development share knowledge insight and technica"
"TRADE_ASSOCIATION_0226","Financial Professional and Business Services","Institute of Directors (IOD)","https://www.iod.com/","Professional Services","IOD is the UK’s longest running organisation for professional leaders. They are dedicated to supporting members encouraging entrepreneurial activity and promoting responsible business practice for the benefit of the business community and"
"TRADE_ASSOCIATION_0227","Financial Professional and Business Services","Institute of Financial Accountants","https://www.ifa.org.uk/","Tax","The Institute of Financial Accountants (IFA) is an internationally recognised professional accountancy membership body. Their members work within micro and small- to medium-sized enterprises or in micro and small- to medium-sized accounting"
"TRADE_ASSOCIATION_0228","Financial Professional and Business Services","Intellectual Property Office","https://www.ipo.gov.uk/ip-support","Property","The Intellectual Property Office is the official UK government body responsible for intellectual property (IP) rights including patents designs trade marks and copyright. They also provide a series of online training tools to help startu"
"TRADE_ASSOCIATION_0229","Financial Professional and Business Services","Investment Property Forum","https://www.ipf.org.uk/","Property","The Investment Property Forum (IPF) is an individual member’s organisation for those operating in the UK property investment market. Includes a diverse membership of professionals and operates throughout regional locations such as London S"
"TRADE_ASSOCIATION_0230","Financial Professional and Business Services","Labour Business","https://labourbusiness.org/","Financial Services","As an affiliated society to the Labour Party Labour Business formally known as the Labour Finance and Industry Group is the prime network and policy forum for progressives working in or interested in finance enterprise and industry in th"
"TRADE_ASSOCIATION_0231","Financial Professional and Business Services","Labour Relations Agency (LRA)","https://www.lra.org.uk/","Human Resource Outsourcing","The Labour Relations Agency (the Agency) was established in 1976 as a Non-Departmental Public Body with responsibility for promoting the improvement of employment relations in Northern Ireland. The Agency is independent of Government and is"
"TRADE_ASSOCIATION_0232","Financial Professional and Business Services","Law Society of Scotland","https://www.lawscot.org.uk/","Legal Services","The Law Society of Scotland is the professional governing body for over 11000 Scottish solicitors. It promotes excellence among solicitors through the support and regulation of its members. It also has a statutory duty to work in the publi"
"TRADE_ASSOCIATION_0233","Financial Professional and Business Services","Lloyds Market Association (LMA)","https://www.lmalloyds.com/","Financial Services","The Lloyd's Market Association (LMA) exists at the very heart of Lloyd's a world-leading global marketplace for complex risk where solutions to challenges are delivered daily. LMA represents their members' interests to organisations provi"
"TRADE_ASSOCIATION_0234","Financial Professional and Business Services","London & International Insurance Brokers' Association (LIIBA)","https://liiba.co.uk/","Insurance","LIIBA represents the interests of Lloyd’s insurance and reinsurance brokers operating in the London and international markets. They represent their members' interests to government regulators and international bodies to establish a propor"
"TRADE_ASSOCIATION_0235","Financial Professional and Business Services","National Association of Commercial Finance Brokers (NACFB)","https://nacfb.org/","Financial Services","The National Association of Commercial Finance Brokers was founded in 1992 in response to the growing incidence of fraud and is run by an elected Board of Directors supported by the Executive. It was formed in the belief that the establishm"
"TRADE_ASSOCIATION_0236","Financial Professional and Business Services","North Wales Business Club (NWBC)","https://www.nwbc.org.uk/","Financial Services","They aim to provide a forum for business people to exchange ideas and discuss matters of mutual interest and concern with a view to stimulating business activity and with the aim of increasing the prosperity and prestige of North Wales."
"TRADE_ASSOCIATION_0237","Financial Professional and Business Services","Personal Finance Society (PFS)","https://www.thepfs.org/","Financial Services","Their mission is to lead the financial planning community towards higher levels of professionalism exhibited through ethical and behavioural standards skill and technical knowledge to the ultimate benefit of the profession and the consume"
"TRADE_ASSOCIATION_0238","Financial Professional and Business Services","Personal Investment Management & Financial Advice Association (PIMFA)","https://www.pimfa.co.uk/","Financial Services","The Personal Investment Management and Financial Advice Association (PIMFA) is the UK’s leading trade association for firms that provide investment management and financial advice to everyone from individuals and families to charities pens"
"TRADE_ASSOCIATION_0239","Financial Professional and Business Services","Pro-Manchester","https://www.pro-manchester.co.uk/","Financial Services","Pro-Manchester is the largest business development organisation in the North West representing  financial and professional service and the wider business community. Over 280 companies are pro-manchester members including the biggest names"
"TRADE_ASSOCIATION_0240","Financial Professional and Business Services","Responsible Finance","https://responsiblefinance.org.uk/","Financial Services","Responsible Finance is the new name for the Community Development Finance Association (CDFA). They are the voice of the Responsible Finance industry working to increase access to fair finance. They support a strong and growing network of fi"
"TRADE_ASSOCIATION_0241","Financial Professional and Business Services","Scottish Financial Enterprise (SFE)","http://www.sfe.org.uk/","Financial Services","Scottish Financial Enterprise (SFE) is the representative body for Scotland's financial services industry. Member companies range in size from global organisations headquartered in Scotland to small locally-based support companies drawn fr"
"TRADE_ASSOCIATION_0242","Financial Professional and Business Services","Scottish Legal Complaints Commission (SLCC)","https://www.scottishlegalcomplaints.org.uk/","Legal Services","The Scottish Legal Complaints Commission are the first point of contact for all complaints about lawyers in Scotland. Established in 2008 they replaced the self-regulatory role held by the Law Society in Scotland. Along with dealing with c"
"TRADE_ASSOCIATION_0243","Financial Professional and Business Services","Solicitors Regulation Authority","https://www.sra.org.uk/","Legal Services","TheSolicitors Regulation Authority is the regulator of solicitors and law firms in England and Wales. They are responsible for assessing law firms and other types of legal businesses to make sure they are fit to offer legal services. They a"
"TRADE_ASSOCIATION_0244","Financial Professional and Business Services","techUK","https://www.techuk.org/","All Sectors","techUK represents the companies and technologies that are defining today the world that we will live in tomorrow. More than 850 companies are members of techUK. Collectively they employ more than 500000 people about half of all tech secto"
"TRADE_ASSOCIATION_0245","Financial Professional and Business Services","The Bar Council","https://www.barcouncil.org.uk/","Legal Services","The Bar Council represents barristers in England and Wales. It promotes high quality specialist advocacy and advisory services fair access to justice for all the highest standards of ethics equality and diversity across the profession a"
"TRADE_ASSOCIATION_0246","Financial Professional and Business Services","The Bar Standards Board (BSB)","https://www.barstandardsboard.org.uk/","Legal Services","The BSB regulates barristers and specialised legal services businesses in England and Wales in the public interest. They are responsible for education and training standards of conduct monitoring quality and handling complaints against b"
"TRADE_ASSOCIATION_0247","Financial Professional and Business Services","The Bar of Northern Ireland","https://www.barofni.com/","Legal Services","The Bar of Northern Ireland is a strong thriving profession of over 600 self employed barristers in independent practice. As an elected body of 20 practising barristers the Bar Council acts as the regulating body for barristers. It is res"
"TRADE_ASSOCIATION_0248","Financial Professional and Business Services","The Chartered Institute of Public Finance and Accountancy (CIPFA)","https://www.cipfa.org/","Financial Services","CIPFA the Chartered Institute of Public Finance and Accountancy is the professional body for people in public finance. 14000 members work throughout the public services in national audit agencies in major accountancy firms and in othe"
"TRADE_ASSOCIATION_0249","Financial Professional and Business Services","The Chartered Institute of Public Finance and Accountancy (CIPFA)","https://www.cipfa.org/","Financial Services","CIPFA the Chartered Institute of Public Finance and Accountancy is the professional body for people in public finance. The institue's 14000 members work throughout the public services in national audit agencies in major accountancy fir"
"TRADE_ASSOCIATION_0250","Financial Professional and Business Services","The Investment Association (IA)","https://www.theia.org/","Financial Services","The Investment Association represents the UK investment management industry. Their members manage over £5 trillion of assets on behalf of UK and overseas clients. Their purpose is to ensure investment managers are in the best possible posit"
"TRADE_ASSOCIATION_0251","Financial Professional and Business Services","The Law Society","https://www.lawsociety.org.uk/","Legal Services","The Law Society exists to represent promote and support all solicitors in England and Wales so they in turn can help their clients. They work to ensure that everyone has the right to have access to justice. They promote the vital role leg"
"TRADE_ASSOCIATION_0252","Financial Professional and Business Services","The Law Society of Northern Ireland","https://www.lawsoc-ni.org/","Legal Services","The Law Society of Northern Ireland is the representative body for the solicitors' profession in Northern Ireland with the aim of protecting the public. Under the Solicitors (Northern Ireland) Order 1976 the Law Society also acts as the re"
"TRADE_ASSOCIATION_0253","Financial Professional and Business Services","TheCityUK","https://www.thecityuk.com/","Financial Services","TheCityUK represents the UK-based financial and related professional services industry. They lobby on its behalf producing evidence of its importance to the wider national economy. At home in the UK in the EU and internationally they see"
"TRADE_ASSOCIATION_0254","Financial Professional and Business Services","UK Business Angels Association (UKBAA)","https://ukbaa.org.uk/","FinTech","The UK Business Angels Association (UKBAA) is the national trade association for angel and early-stage investment. Their members include angel groups individual investors early-stage VCs equity investment platforms family offices unive"
"TRADE_ASSOCIATION_0255","Financial Professional and Business Services","UK Finance","https://www.ukfinance.org.uk/","Financial Services","UK Finance represents nearly 300 of the leading firms providing finance banking markets and payments-related services in or from the UK. UK Finance has been created by combining most of the activities of the Asset Based Finance Associatio"
"TRADE_ASSOCIATION_0256","Financial Professional and Business Services","UK Sustainable Investment and Finance Association (UKSIF)","https://uksif.org/","Financial Services","The UK Sustainable Investment and Finance Association (UKSIF) is the membership association for sustainable and responsible financial services. They promote responsible investment and other forms of finance that support sustainable economic"
"TRADE_ASSOCIATION_0257","Healthcare Life Sciences and Chemicals","Academic Health Science Network (AHSN)","https://www.ahsnnetwork.com/","Health Technology","There are 15 Academic Health Science Networks (AHSNs) across England established by NHS England in 2013 to spread innovation at pace and scale – improving health and generating economic growth. Each AHSN works across a distinct geography s"
"TRADE_ASSOCIATION_0258","Healthcare Life Sciences and Chemicals","Alliance of Chemical Associations","https://www.acauk.org/","Chemicals","The Alliance of Chemical Associations (ACA) consists of trade associations representing companies operating in many sectors of the chemical industry supply chain from the manufacture and the distribution of chemicals to their use for produ"
"TRADE_ASSOCIATION_0259","Healthcare Life Sciences and Chemicals","Animal Health Distribution Association","https://ahda.co.uk/","Animal Health","The Animal Health Distributors Association actively supports the UK multi channel distribution to prescribe and sell licensed animal medicines via their members."
"TRADE_ASSOCIATION_0260","Healthcare Life Sciences and Chemicals","Association for Anaesthetic and Respiratory Device Suppliers (Barema)","https://www.barema.org.uk/","Medical Device","Barema the Association for Anaesthetic and Respiratory Device Suppliers represents over 70% of companies that manufacture or supply anaesthetic and respiratory equipment in or to the UK enabling the sector as a whole to work with the med"
"TRADE_ASSOCIATION_0261","Healthcare Life Sciences and Chemicals","Association of British Healthcare Industries (ABHI)","https://www.abhi.org.uk/","Healthcare","ABHI is the industry association for the medical technology sector in the UK. ABHI’s mission is to champion the benefits and use of safe and effective medical technologies to deliver high quality patient outcomes. With over 250 company memb"
"TRADE_ASSOCIATION_0262","Healthcare Life Sciences and Chemicals","Association of British HealthTech Industries","https://www.abhi.org.uk/","Healthcare","ABHI is the UK’s leading industry association for health technology (HealthTech). The Association supports the HealthTech community to provide products and services that help people live healthier lives. ABHI represents the industry to stak"
"TRADE_ASSOCIATION_0263","Healthcare Life Sciences and Chemicals","Association of the British Pharmaceutical Industry (ABPI)","https://www.abpi.org.uk/","Pharmaceutical","The Association of the British Pharmaceutical Industry (ABPI) represents innovative research-based biopharmaceutical companies large medium and small leading an exciting new era of biosciences in the UK. ABPI represents companies who sup"
"TRADE_ASSOCIATION_0264","Healthcare Life Sciences and Chemicals","Association of Medical Research Charities (AMRC)","https://www.amrc.org.uk/","Medical Research","The Association of Medical Research Charities (AMRC) is a membership organisation dedicated to supporting medical research charities in saving and improving lives through research and innovation. AMRC ensures that their member charities fun"
"TRADE_ASSOCIATION_0265","Healthcare Life Sciences and Chemicals","AXrEM","https://www.axrem.org.uk/","Medical Device","AXrEM is the UK trade association representing the interests of suppliers of diagnostic medical imaging radiotherapy healthcare IT and care equipment in the UK."
"TRADE_ASSOCIATION_0266","Healthcare Life Sciences and Chemicals","BioIndustry Association (BIA)","https://www.bioindustry.org/","Biotechnology","The UK BioIndustry Association the BIA is the trade association for innovative enterprises involved in UK bioscience. Members include start-up emerging and more established bioscience companies; pharmaceutical companies; academic resear"
"TRADE_ASSOCIATION_0267","Healthcare Life Sciences and Chemicals","BIONOW","https://www.bionow.co.uk/","Biotechnology","Bionow supports business growth competitiveness and innovation within the biomedical and life science sectors across Northern England. Its  membership services add value and cost-efficiency to scientific clinical and business operations w"
"TRADE_ASSOCIATION_0268","Healthcare Life Sciences and Chemicals","BioPartner UK","https://www.biopartner.co.uk/","Health","BioPartner UK is the independent accredited trade organisation that supports UK international trade. They work with conference organisers in-country agencies and overseas networks to provide the best business opportunities for our members"
"TRADE_ASSOCIATION_0269","Healthcare Life Sciences and Chemicals","Biotechnology and Biological Sciences Research Council (BBSRC)","https://www.ukri.org/councils/bbsrc/","Biotechnology","BBSRC invests in world-class bioscience research and training that is helping society to meet major challenges including food security green energy and healthier longer lives underpinning important UK economic sectors such as farming f"
"TRADE_ASSOCIATION_0270","Healthcare Life Sciences and Chemicals","Birmingham Health Partners","https://www.birminghamhealthpartners.co.uk/","Health","Birmingham Health Partners (BHP) is a cluster of contrasting yet complementary organisations sharing the common goal of achieving health and economic impact through the purposeful use of knowledge and expertise. It is a strategic alliance"
"TRADE_ASSOCIATION_0271","Healthcare Life Sciences and Chemicals","BIVDA","https://www.bivda.org.uk/","Medical Device","The British In Vitro Diagnostics Association (BIVDA) is the national industry association for companies with major involvement and interest in the in vitro diagnostics (IVD) industry. BIVDA represents both manufacturers and distributors who"
"TRADE_ASSOCIATION_0272","Healthcare Life Sciences and Chemicals","Bladder & Bowel UK","https://www.bbuk.org.uk/","Healthcare","Bladder and Bowel UK work in partnership with many organisations who are at the forefront of innovation and product design. Its highly specialised team of clinicians and product specialists can link companies and academia with people who us"
"TRADE_ASSOCIATION_0273","Healthcare Life Sciences and Chemicals","British Aerosol Manufacturers' Association (BAMA)","https://www.bama.co.uk/","Chemicals","The British Aerosol Manufacturers' Association (BAMA) represents the UK aerosol products sector. BAMA’s membership covers every aspect of the aerosol industry ranging from component or ingredient suppliers to fillers can makers and markete"
"TRADE_ASSOCIATION_0274","Healthcare Life Sciences and Chemicals","British Association for Chemical Specialists (BACS)","https://www.surfex.co.uk/sponsor/bacs/","Chemicals","BACS is a trade association whose members operate in the speciality chemicals sector of the chemicals supply chain. BACS has around 130 members from multi-nationals to SMEs and sole traders. BACS provides members with access to information"
"TRADE_ASSOCIATION_0275","Healthcare Life Sciences and Chemicals","British Association of Clinical Dental Technology","https://www.bacdt.org.uk/","Dental","The British Association of Clinical Dental Technology is the professional association that looks to sustain and advance the ethical practice of clinical dental technology and clinical dental technicians. Set up in conjunction with the Denta"
"TRADE_ASSOCIATION_0276","Healthcare Life Sciences and Chemicals","British Association of Dermatologists","https://www.bad.org.uk/","Dermatology","The British Association of Dermatologists (BAD) is a charity whose charitable objects are the practice teaching training and research of Dermatology. It works with the Department of Health patient bodies and commissioners across the UK"
"TRADE_ASSOCIATION_0277","Healthcare Life Sciences and Chemicals","British Cosmetic Dermatology Group (BCDG)","http://www.britishcosmderm.com/","Dermatology","The BCDG is a national UK based group of Dermatologists offering unbiased educational programmes and supporting clinical and laboratory research into cosmetic dermatology. This group is part of the British Association of Dermatologists an"
"TRADE_ASSOCIATION_0278","Healthcare Life Sciences and Chemicals","British Dental Industry Association","https://www.bdia.org.uk/","Dental","The BDIA is the UK's principal body representing the dental industry. Established in 1923 today they have more than 104 member companies. They represent a diverse range of manufacturers and suppliers of dental products and technologies bu"
"TRADE_ASSOCIATION_0279","Healthcare Life Sciences and Chemicals","British Generic Manufacturers Association (BGMA)","https://www.britishgenerics.co.uk/","Pharmaceutical","The BGMA represents the interests of UK based manufacturers and suppliers of generic medicines and promotes the development of the generic medicines industry in the United Kingdom."
"TRADE_ASSOCIATION_0280","Healthcare Life Sciences and Chemicals","British Hair and Nail Society (BHNS)","https://bhns.org.uk/","Dermatology","BHNS was set up in 2011 to bring together dermatologists specialists and scientists interested in hair loss and nail disorders. The BHNS sets out to achieve the following aims: to promote increased public awareness; provide a source of rel"
"TRADE_ASSOCIATION_0281","Healthcare Life Sciences and Chemicals","British Healthcare Trades Association (BHTA)","https://www.bhta.com/","Healthcare","The British Healthcare Trades Association (BHTA) is the UK's oldest and largest healthcare association founded in 1917. The BHTA now has almost 500 member companies employing over 17000 people involved in making or selling assistive tec"
"TRADE_ASSOCIATION_0282","Healthcare Life Sciences and Chemicals","British In Vitro Diagnostics Association (BIVDA)","https://www.bivda.org.uk/","Health Technology","BIVDA is the national industry association for the manufacturers and distributors of IVD products in the UK and currently represent more than 95% of the industry and over a hundred organisations ranging from British start up companies to UK"
"TRADE_ASSOCIATION_0283","Healthcare Life Sciences and Chemicals","British Orthopaedic Association (BOA)","https://www.boa.ac.uk/","Healthcare","The British Orthopaedic Association (BOA) supports 5000 members throughout the UK and internationally. By bringing together all those working in trauma and orthopaedic surgery BOA aim to provide national leadership and a unifying focus sup"
"TRADE_ASSOCIATION_0284","Healthcare Life Sciences and Chemicals","British Photodermatology Group (BPG)","http://bpg.org.uk/","Dermatology","The British Photodermatology Group (BPG) is a special interest society of the British Association of Dermatologists and acts as a forum of communication for all those with an interest in photodermatology. Membership includes clinical derma"
"TRADE_ASSOCIATION_0285","Healthcare Life Sciences and Chemicals","British Society for Allergy and Clinical Immunology","https://www.bsaci.org/","Healthcare","The British Society for Allergy & Clinical Immunology (BSACI) is the national professional and academic society which represents the specialty of allergy at all levels. Its aim is to improve the management of allergies and related diseases"
"TRADE_ASSOCIATION_0286","Healthcare Life Sciences and Chemicals","British Society for Dermatopathology (BSD)","https://thebsd.org.uk/","Dermatology","The British Society for Dermatopathology is a Specialist Interest Group of the British Association of Dermatologists. The society aims to promote for the public benefit the knowledge and teaching of dermatopathology and to stimulate appro"
"TRADE_ASSOCIATION_0287","Healthcare Life Sciences and Chemicals","British Society for Investigative Dermatology (BSID)","https://www.bsid.org.uk/","Dermatology","The BSID is an independent non-profit organisation formed in 1982 and is a registered charity. The purpose of the Society is to promote high quality scientific research in dermatology skin biology and related subjects and disseminate th"
"TRADE_ASSOCIATION_0288","Healthcare Life Sciences and Chemicals","British Society for Medical Dermatology (BSMD)","https://www.bsmd.org.uk/","Dermatology","The purpose of the British Society for Medical Dermatology is to promote academic and clinical interest in the practice and study of medical dermatology as well as collaboration between dermatologists and other medical specialists with the"
"TRADE_ASSOCIATION_0289","Healthcare Life Sciences and Chemicals","British Society for Paediatric Dermatology (BSPD)","http://bspd.org/","Dermatology","The British Society for Paediatric Dermatology (BSPD) is an affiliated group of the British Association of Dermatologists and is the only organisation in the UK and Ireland specifically dedicated to Paediatric Dermatology. The Society exist"
"TRADE_ASSOCIATION_0290","Healthcare Life Sciences and Chemicals","British Society for Skin Care in Immunocompromised Individuals (BSSCII)","https://www.bsscii.org.uk/","Dermatology","BSSCII’s purpose is to promote improved patient management and medical and scientific research that is relevant for skin diseases in immunocompromised individuals including organ transplant recipients those on long term immunosuppresive me"
"TRADE_ASSOCIATION_0291","Healthcare Life Sciences and Chemicals","British Society for the Study of Vulval Disease (BSSVD)","https://bssvd.org/","Dermatology","Vulval medicine is a fairly new branch of medicine and crosses traditional boundaries in medicine as it is practiced by surgeons (gynaecologists) and physicians (dermatologists and genito-urinary medicine/sexual health). There was therefore"
"TRADE_ASSOCIATION_0292","Healthcare Life Sciences and Chemicals","British Veterinary Association (BVA)","https://www.bva.co.uk/","Animal Health","As the largest membership community for the veterinary profession in the UK BVA champions supports and empowers more than 18000 vets of all ages stages and disciplines."
