Task ID,Task Title,Task Description 1,Task Description 2,Task CTA,Goods Task URL, Services Task URL,Task Output,Task Platform,Must Have Task,Task Difficulty,Task Score,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40410,Categorise product or service against the UK's Strategic Export Control Regime,The UK maintains a list of all items that are subject to strategic export controls. These items are controlled because of international agreements or because they relate to specific defence or security concerns.,"Strategic export controls apply to anyone exporting or transferring goods, software or technology, or providing brokering services. It is an exporter's responsibility to check whether items require an export licence. If a licence is required, you'll need to apply well in advance of shipment to avoid any potential issues.",Read the guidance on GOV.UK,https://www.gov.uk/guidance/uk-strategic-export-controls,https://www.gov.uk/guidance/uk-strategic-export-controls,Guidance,GOV.UK,no,Difficult,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40420,Understand if your product or service needs an Export Licence,"An export licence permits you to trade in strategically controlled goods that would otherwise be prohibited from export. Goods are controlled because of their nature and what they could be used for, or their destination market.","Goods which are likely to be controlled include those which have been specially designed or modified for military use, goods that can be used for both commercial or military purposes, radioactive material and any items which fall within the remit of trade sanctions on any one country.",Read the guidance,https://www.great.gov.uk/learn/categories/selling-across-borders-product-and-services-regulations-licensing-and-logistics/get-your-good-out-uk/understand-export-licensing/,https://www.great.gov.uk/learn/categories/selling-across-borders-product-and-services-regulations-licensing-and-logistics/get-your-good-out-uk/understand-export-licensing/,Guidance,GOV.UK,yes,Difficult,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40430,Ensure appropriate licences are identified  ,"You must apply for a licence from the Export Control Joint Unit (ECJU) if your items are on the consolidated control list, you have concerns about the intended end-use or the end-user, or your items are covered by trade sanctions.","Open General Export Licences (OGELs) are available for military and dual-use controlled items being exported to a range of destinations. For exports not covered by an OGEL, you'll need to apply for a Standard Individual Export Licence (SIEL). You can also be issued with an Open Individual Export Licence (OIEL), which is designed to cover long-term contracts, projects and repeat business.",Read the guidance on GOV.UK,https://www.gov.uk/guidance/uk-strategic-export-controls,https://www.gov.uk/guidance/uk-strategic-export-controls,Guidance,GOV.UK,no,Difficult,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40510,"Understand specialist service qualifications, licensing and  certification ","To support mutual recognition of qualifications with EU and international partners, the UK government is supporting professional bodies to enter into arrangements which enable the recognition of professional qualifications overseas.","A Mutal Recognition Agreement (MRA) is a formalised agreement between 2 or more parties. These agreements may provide a streamlined process by which professionals who have obtained a professional qualification in their home jurisdiction, can apply for recognition to practice in another, overseas jurisdiction.",Read the guidance on GOV.UK,https://www.gov.uk/government/publications/arrangements-for-the-recognition-of-professional-qualifications/arrangements-to-facilitate-the-recognition-of-professional-qualifications-accessible-webpage,https://www.gov.uk/government/publications/arrangements-for-the-recognition-of-professional-qualifications/arrangements-to-facilitate-the-recognition-of-professional-qualifications-accessible-webpage,Guidance,GOV.UK,no,Difficult,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40610,Understand UK trade sanctions,"Sanctions are restrictive measures put in place to fulfil a range of purposes. In the UK, these include complying with international obligations, supporting foreign policy and national security objectives, as well as maintaining international peace and security.","Trade sanctions can include prohibitions on the movement of goods and technology, the provision or procurement of services related to goods and technology, and the provision or procurement of certain other non-financial services. The Export Control Joint Unit administers the UK's system of export controls and licensing in relation to trade sanctions.",Read the guidance on GOV.UK,https://www.gov.uk/guidance/uk-sanctions,https://www.gov.uk/guidance/uk-sanctions,Guidance,GOV.UK,yes,Difficult,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40620,Understand trade embargoes and restrictions,"An arms embargo, for example, is a prohibition that applies to the trade or activities related to military items. An arms embargo may be imposed by the United Nations, the Organisation for Security and Co-operation in Europe or the UK.","Under the Sanctions Act, arms embargoes consist of prohibitions on export, supply or delivery, making available and transfer of military items and on the provision of technical assistance, financial services and funds, and brokering services related to military items. ",Read the guidance on GOV.UK,https://www.gov.uk/guidance/current-arms-embargoes-and-other-restrictions,https://www.gov.uk/guidance/current-arms-embargoes-and-other-restrictions,Guidance,GOV.UK,yes,Difficult,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40630,Apply for UK sanctions and embargo special licences,DBT's Export Control Joint Unit (ECJU) has overall responsibility for trade sanctions licensing. Licence applications can be made through the online export licensing system SPIRE.,"You can use SPIRE to apply for open general export licences (OGELs), trade control licences (OGTCLs), standard individual export licences (SIELs), open individual export licences (OIELS) and transshipment licences. ",Use this service on GOV.UK,https://www.gov.uk/government/publications/spire-online-export-licensing-guidance,https://www.gov.uk/government/publications/spire-online-export-licensing-guidance,Service,GOV.UK,no,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40750,Ensure country or customer is not on the list of embargoes ,"The UK government imposes embargoes and other trade restrictions on a number of countries, organisations and individuals. The Foreign, Commonwealth & Development Office (FCDO) is responsible for overall UK policy on sanctions.","You can view an up-to-date list of specific countries where arms embargo, trade sanctions and other trade restrictions have been imposed. This list does not include countries subject to only financial or other types of sanctions.",Read the guidance on GOV.UK,https://www.gov.uk/guidance/current-arms-embargoes-and-other-restrictions,https://www.gov.uk/guidance/current-arms-embargoes-and-other-restrictions,Guidance,GOV.UK,yes,Difficult,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50110,Understand different Incoterms ,"Incoterms (international commercial terms) are an international shorthand system to make sure all your responsibilities, costs and associated risks of exporting products are clearly allocated, agreed and recorded. ","They're used worldwide, usually with a contract or other form of sales agreement for any goods you export ' and they should be recorded on your export invoices. They are produced by the International Chamber of Commerce (ICC). Incoterms 2020 has 11 terms. Seven of these cover all forms of transport and 4 are for ocean freight. ",Read the guidance,https://www.great.gov.uk/learn/categories/selling-across-borders-product-and-services-regulations-licensing-and-logistics/logistics-and-freight-forwarders/incoterms/,,Guidance,great.gov.uk,yes,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50120,Decide on shipping method,"You can use any combination of road, rail, air or sea to transport your goods overseas. If you're new to exporting, using a freight forwarder might be the right option.","Freight forwarding is a service industry that involves moving goods around the world on behalf of exporters. It acts as an intermediary or broker between you and the shipping company, airline, rail or road haulage company. A freight forwarder may save you time and money if you're exporting large volumes of goods or high-value items. ",Read the guidance,https://www.great.gov.uk/learn/categories/selling-across-borders-product-and-services-regulations-licensing-and-logistics/logistics-and-freight-forwarders/freight-forwarders/,,Guidance,great.gov.uk,yes,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60110,Understand how to classify your products,All goods exported or imported are classified using the same system of commodity codes. It's important you know the codes for your goods so you can complete your export paperwork.,The Harmonised System (HS) of commodity codes is internationally recognised and over 98% of all international trade uses the system. Each unique code allows customs officials to identify the goods being traded and ensure the correct duties and tariffs are paid.  Classifying your goods incorrectly can lead to delays in transit and additional costs to your business.,Read the guidance,https://www.great.gov.uk/learn/categories/selling-across-borders-product-and-services-regulations-licensing-and-logistics/get-your-goods-into-the-destination-country/using-commodity-codes/,,Guidance,great.gov.uk,yes,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60120,Apply for an Advance Tariff Ruling,An Advance Tariff Ruling is a legally binding decision on the classification of your goods. This means your choice of commodity code has been verified and approved by customs officials.,"These rulings are particularly useful if you have goods that are difficult to classify and can give you peace of mind that your duties and tariffs are calculated correctly. You can apply online, but you must do this before all customs procedures have been completed and cannot apply retrospectively.",Use this service on GOV.UK,https://www.gov.uk/guidance/apply-for-an-advance-tariff-ruling,,Service,GOV.UK,no,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60210,Understand tax and duty liabilities,"Duties are a levy charged on goods entering a country, designed to protect local industries. Sales tax or VAT is a national charge in your export market, placed on most purchased products.","Generally, duties and taxes aren't paid by exporters. However, they will always impact the amount you charge your buyers and the price of your goods in the market. So, it's crucial you're clear on how much these charges are and that you're on top of any paperwork. ",Read the guidance,https://www.great.gov.uk/learn/categories/selling-across-borders-product-and-services-regulations-licensing-and-logistics/get-your-goods-into-the-destination-country/understand-duties-and-taxes/,https://www.great.gov.uk/learn/categories/selling-across-borders-product-and-services-regulations-licensing-and-logistics/get-your-goods-into-the-destination-country/understand-duties-and-taxes/,Guidance,great.gov.uk,yes,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60220,Calculate rate of tax and duty in your destination country',"Calculating the amount of tax and duty levied on your exported goods is an essential part of your pricing strategy. The rate is determined by your product, its country of manufacture and any trade agreements that might be in place. ","To find the rates of tax and duty for your product you can use our Check how to export goods service. Choose your destination country, find your product using the commodity code lookup and see all relevant taxes and duties. You can then calculate the costs for your complete consignment. ",Use this service on GOV.UK,https://www.gov.uk/check-duties-customs-exporting,,Service,GOV.UK,yes,Difficult,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60230,Understand withholding taxes when exporting services,"Withholding tax is sometimes levied on income from service exports by overseas governments. If a withholding tax policy is in place, your overseas client will retain a percentage of the money owed and pay it directly to the local government.","Withholding tax is sometimes levied on income from service exports by overseas governments. If a withholding tax policy is in place, your overseas client will retain a percentage of the money owed and pay it directly to the local government.",Read the guidance,,https://www.great.gov.uk/learn/categories/prepare-sell-new-country/selling-services-overseas/understanding-withholding-tax-when-exporting-a-service/,Guidance,great.gov.uk,no,Simple,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60310,Understand rules of origin ,"Rules of origin (ROO) determine the economic nationality of goods. They're used to judge how much of that product originated from a specific nation, and how much value was added to it during the manufacturing process.","The country of origin of a product can dictate how much duty is paid on it, and sometimes whether it can be exported to a particular country at all. By using ROO to accurately detail your product's origins, you could enable your importer to pay a lower tariff. For this to happen, you'll need to demonstrate to the customs authority that you've met certain ROO requirements, as laid out in trade agreements.",Read the guidance,https://www.great.gov.uk/learn/categories/selling-across-borders-product-and-services-regulations-licensing-and-logistics/get-your-goods-into-the-destination-country/applying-rules-of-origin-to-your-product/,,Guidance,great.gov.uk,yes,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60320,Understand how to determine the country of origin of your goods,"The country of origin of a product is usually the country where it was manufactured, produced or grown. Understanding the country of origin of your goods can reduce the amount of duty importers need to pay.","Where 2 or more countries are involved in the manufacture of goods, the country of origin is where the last substantial manufacturing or processing has been performed. In this instance, 'substantial' is deemed as giving a commodity its essential character. ",Read the guidance on GOV.UK,https://www.gov.uk/guidance/get-proof-of-origin-for-your-goods,,Guidance,GOV.UK,yes,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60340,Complete the necessary certificates of origin ,"The paperwork you need to prove the origin of your goods depends on the country you're exporting to, and whether the UK has a trade agreement in place with that country.","You can use our Tariff Checker service to check which of the different types of proof of origin you need. Types of certificates include EUR-MED movement certificate, an origin declaration, or importers knowledge. The length of time a proof of origin will be valid depends on the agreement and the type of proof.",Read the guidance on GOV.UK,https://www.gov.uk/guidance/get-proof-of-origin-for-your-goods,,Guidance,GOV.UK,yes,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60350,Apply for a Binding Origin decision ,A binding or advance origin ruling is a legally binding document that certifies the economic origin of the goods you're exporting. It gives you protection against any UK customs authority challenging the country of origin of your product.  ,"Any exporter with an EORI number exporting from the UK can apply, but all applications must be made before all customs procedures have been completed. Applications can be done online, and you should receive a decision within 120 days.",Use this service on GOV.UK,https://www.gov.uk/guidance/apply-for-an-advance-origin-ruling,,Service,GOV.UK,no,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60410,Understand what a service export is,"Any UK service business that operates in another country is a service exporter. The UK's financial, creative and IT sectors are big service exporters, along with education, travel and tourism.","Although service exporters don't have the same challenges as moving physical goods across borders, there are many things to think about when preparing your business to operate in another country. This includes tax implications, cultural differences and hiring personnel. ",Read the guidance,,https://www.great.gov.uk/learn/categories/prepare-sell-new-country/#selling-services-overseas,Guidance,great.gov.uk,no,Simple,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60420,Understand VAT and taxation rules in the destination country ,Understanding where you may need to pay VAT when exporting services is an important part of your export planning. Place of supply rules will determine whether you pay VAT in the UK or in the country of supply. ,"Working out the place of supply for a service can often be complicated and there are various rules to consider. 

For most service providers, the place of supply is decided by what's known as the 'general rule'. But some supplies are subject to special rules that will affect their place of supply. ",Read the guidance,,https://www.great.gov.uk/learn/categories/prepare-sell-new-country/selling-services-overseas/paying-vat-when-exporting-a-service/,Guidance,great.gov.uk,yes,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60430,UK VAT considerations for service providers,"All UK VAT registered businesses must charge VAT on the goods and services they sell unless they are exempt. Depending on place of supply rules, you may be able to charge zero rate on the services you export.","If you're in the UK and the place of supply of your service is in the UK, you charge and account for VAT according to UK VAT rules. 

If you're in the UK and the place of supply of your service is in an EU country, you do not pay UK VAT. If the place of supply of your service is not in the EU, you do not have to charge EU VAT but you should include the sale on your VAT Return.",Read the guidance on GOV.UK,,https://www.gov.uk/charge-reclaim-record-vat,Guidance,GOV.UK,yes,Difficult,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60510,Check if you need to make a customs declaration,"A customs declaration is a legal document that helps governments track the movement of goods across the world, making sure that the correct duties are paid, and shipments are safe and legal.  ","To export goods from the UK to any country, including the EU, you need to make a customs declaration. It's essential you provide accurate information about your business and your shipment. For smaller businesses, it's often simpler to pay someone to look after this process, such as freight forwarders, customs agents or international couriers. ",Read the guidance,https://www.great.gov.uk/learn/categories/selling-across-borders-product-and-services-regulations-licensing-and-logistics/get-your-good-out-uk/how-make-uk-customs-declaration/,,Guidance,great.gov.uk,yes,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60520,Get the right commodity code,The Harmonised System (HS) of commodity codes is internationally recognised. Each unique code allows customs officials to identify the goods being traded and ensure the correct duties and tariffs are paid.,"Although many countries have signed up to the same classification system, only the first 6 digits are used worldwide, with product-specific decisions particular to each country. 

If you rely on the commodity code from an overseas supplier, you'll need to check if the treatment is the same and how much of the code applies in the UK. ",Use this service on GOV.UK,https://www.gov.uk/guidance/finding-commodity-codes-for-imports-or-exports,,Service,GOV.UK,yes,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60530,Understand the different types of declarations,"There are several ways you can make an export declaration. The most common are a full declaration or a simplified declaration, both of which can be made electronically. ","There are some variations on these 2 declaration types which can be made under certain conditions. You may also be able to make an oral declaration by conduct, depending on your circumstances.",Read the guidance on GOV.UK,https://www.gov.uk/government/publications/uk-trade-tariff-exports/uk-trade-tariff-exports,,Guidance,GOV.UK,no,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60531,Make a full declaration,You can use this online service to make or manage a declaration of goods being exported from Great Britain to a country outside the UK.,You'll need the Government Gateway user ID and password linked to your EORI number. If you do not have a Government Gateway user ID you can create one the first time you make a declaration. ,Use this service on GOV.UK,https://www.gov.uk/guidance/make-and-manage-an-export-declaration-online,,Service,GOV.UK,no,Simple,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60532,Make a simplified declaration,You can use this online service to make or manage a declaration of goods being exported from Great Britain to a country outside the UK.,You'll need the Government Gateway user ID and password linked to your EORI number. If you do not have a Government Gateway user ID you can create one the first time you make a declaration. ,Use this service on GOV.UK,https://www.gov.uk/guidance/make-and-manage-an-export-declaration-online,,Service,GOV.UK,no,Simple,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60533,Make an oral declaration,"An oral declaration can be made by passing through a red channel at a port or airport, and verbally telling a customs officer what the goods are, what the purpose of the goods is and who you're making this declaration for.  ","If you're travelling on a ferry crossing, the ferry operator may ask you to confirm that you do not need a goods movement reference. 

If you are eligible to make your declaration orally, you will not need a goods movement reference for your journey. You may be asked to confirm this by agreeing with a written statement. ",Read the guidance on GOV.UK,https://www.gov.uk/government/publications/list-of-goods-applicable-to-oral-and-by-conduct-declarations,,Guidance,GOV.UK,no,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60534,Declaration by conduct,A declaration by conduct is when you transport your goods through a customs control point (usually a green channel marked 'nothing to declare') at a port or airport. ,"You can declare goods you bring into the UK by conduct, if they are below your personal allowance limit and are for your own use or intended to be given as a gift. You do not need to stop or speak to a customs officer, you can simply walk or drive through a customs control point with the goods. ",Read the guidance on GOV.UK,https://www.gov.uk/government/publications/list-of-goods-applicable-to-oral-and-by-conduct-declarations,,Guidance,GOV.UK,no,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60570,Submit your declarations,You can use this online service to make or manage a declaration of goods being exported from Great Britain to a country outside the UK.,You'll need the Government Gateway user ID and password linked to your EORI number. If you do not have a Government Gateway user ID you can create one the first time you make a declaration. ,Use this service on GOV.UK,https://www.gov.uk/guidance/make-and-manage-an-export-declaration-online,,Service,GOV.UK,yes,Simple,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60580,Shipping with Royal Mail,Royal mail can ship to over 230 countries and territories with their worldwide network of delivery partners. ,"Use Royal Mail's country guides to find the information you need to send parcels and mail around the world. Check what you're allowed to send with prohibited and restricted item guides and learn the best way to write the address for your destination. 

You can choose from a range of services based on price, security or speed. ",Go to Royal Mail,https://www.royalmail.com/business/international,,Guidance,royalmail.com,no,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60590,Merchandise in baggage,"Merchandise in baggage are commercial goods you plan to sell and export by taking them in your baggage or in a small vehicle. As with all commercial goods, you must declare them in the usual way. ","To qualify for merchandise in baggage, the commercial goods must not be carried by a commercial transport operator. They must be transported in your baggage, or they are transported in a vehicle that can carry no more than 9 people and is 3.5 tonnes or less. ",Read the guidance on GOV.UK,https://www.gov.uk/guidance/taking-commercial-goods-out-of-great-britain-in-your-baggage,,Guidance,GOV.UK,no,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60610,Zero rating goods for export,"If you export goods from the UK, you don't normally need to charge VAT. You can zero rate most exports from Great Britain to outside the UK, or from Northern Ireland to outside the UK and EU. ","You can zero rate the sale if you get and keep evidence of the export, while complying with all other conditions. You must also make sure the goods are exported, and you must get the evidence within 3 months from the time of sale.   ",Read the guidance on GOV.UK,https://www.gov.uk/guidance/vat-exports-dispatches-and-supplying-goods-abroad,,Guidance,GOV.UK,yes,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60620,VAT on services exports,"All UK VAT registered businesses must charge VAT on the goods and services they sell unless they are exempt. Depending on place of supply rules, you may be able to charge zero rate on the services you export.","If you're in the UK and the place of supply of your service is in the UK, you charge and account for VAT according to UK VAT rules. 

If you're in the UK and the place of supply of your service is in an EU country, you do not pay UK VAT. If the place of supply of your service is not in the EU, you do not have to charge EU VAT but you should include the sale on your VAT Return. ",Read the guidance on GOV.UK,,https://www.gov.uk/charge-reclaim-record-vat,Guidance,GOV.UK,yes,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60710,Understand how to hire someone to conduct declarations on your behalf,"You can hire a person or business to deal with customs for you. Before appointing someone there are several things to consider, including your business needs and how you will be charged.","There are different types of people or businesses who can help you, such as freight forwarders, customs agents or brokers and fast parcel operators. All of these will need to be established in the UK for customs. You'll need to confirm in writing the terms and conditions of your representation and keep a copy of this agreement for your own records.",Read the guidance on GOV.UK,https://www.gov.uk/guidance/appoint-someone-to-deal-with-customs-on-your-behalf,,Guidance,GOV.UK,no,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60720,Find a customs agent or fast parcel operator,"It can be complicated to submit export declarations, so you may want to use a company which specialises in this area. You can use our register to find someone to help you with your customs paperwork.","Customs agents on this list provide a range of customs services on traders' behalf. 

Fast parcel operators on this list offer a range of customs services for both low and high-value parcels.",Use this service on GOV.UK,https://www.gov.uk/guidance/list-of-customs-agents-and-fast-parcel-operators,,Service,GOV.UK,no,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60721,Learn about freight forwarding: moving goods,"Freight forwarders specialise in moving cargo, arranging customs clearance, maintaining all documentation, overseeing cargo packing and dealing with the movement of dangerous goods. ",One of a freight forwarder's main functions is to arrange customs clearance of goods crossing a border. Freight forwarders can do this themselves or subcontract it to a company that specialises in customs broking. They also need specific software that can communicate with the HMRC central computer. ,Read the guidance on GOV.UK,https://www.gov.uk/guidance/freight-forwarding-moving-goods,,Guidance,GOV.UK,no,Simple,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60820,Register for the Goods Vehicle Movement Service (GVMS),The Goods Vehicle Movement Service brings together multiple declaration reference numbers into a single goods movement reference. This speeds up the clearance of goods through customs.,"You cannot move goods through ports using the GVMS without a goods movement reference. You need to register for the GVMS if you export goods from the UK, through a port which uses the GVMS. ",Use this service on GOV.UK,https://www.gov.uk/guidance/register-for-the-goods-vehicle-movement-service,,Service,GOV.UK,no,Difficult,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60830,"Using transit to move goods out of, into and through the UK",Transit is a customs procedure that can help you move goods between the UK and other Common Transit Convention countries. It can help you move your goods quickly and reduce the number of declarations you'll need.,When moving goods under transit you can delay completing customs declarations on goods until they end their transit movement. You can also delay paying customs duties and other charges on the goods until they end their transit movement. ,Read the guidance on GOV.UK,https://www.gov.uk/government/collections/using-common-or-union-transit-to-move-goods-into-through-and-out-of-the-uk,,Guidance,GOV.UK,no,Difficult,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60910,Understand how to take goods temporarily out of the UK,"You might be able to claim relief from duty and declare goods in an easier way if you're exporting them temporarily ' for example, for a trade show or event. ","Depending on what the goods are, you might be able to use a simpler type of declaration, such as a declaration by conduct or by using an ATA Carnet. When the goods are re-imported you can also claim Returned goods relief (RGR) on any duty you may have paid. ",Read the guidance on GOV.UK,https://www.gov.uk/taking-goods-out-gb-temporarily,,Guidance,GOV.UK,no,Difficult,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60920,Apply for an ATA Carnet,"ATA Carnet lets you temporarily export commercial samples, exhibition goods and professional equipment. It's a document that works like a passport for goods and is used by many countries worldwide.","Using the ATA Carnet means you'll not pay customs charges. It simplifies clearing your goods through customs, gives financial security for customs charges that could be due, and removes the need for a customs declaration.  

Types of goods and uses vary between participating countries. The association in the issuing country will tell you if you can use a carnet in the countries you visit. ",Read the guidance on GOV.UK,https://www.gov.uk/guidance/apply-for-an-ata-carnet,,Guidance,GOV.UK,no,Difficult,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60921,Claim with a Duplicate List,You can use a Duplicate List to temporarily export goods from Great Britain and to not pay duty when you bring those goods back into Great Britain. ,The Duplicate List can be used in place of export or import declarations when leaving and re-entering Great Britain. You'll usually need to make a customs declaration and pay duty in any other countries you are entering. You must ensure you can get your Duplicate List stamped before departure. ,Read the guidance on GOV.UK,https://www.gov.uk/guidance/pay-less-import-duty-and-vat-when-re-importing-goods-to-the-uk-and-eu#claiming-relief-for-exporting-goods-using-a-duplicate-list,,Guidance,GOV.UK,no,Difficult,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60922,Claim with Returned Goods Relief (RGR),You can get relief from customs duty if you're re-importing goods into the UK that have previously been exported or transported from the UK. This is known as Returned Goods Relief.,"To claim Returned Goods Relief, the exporter and importer must be the same person. The goods must be re-imported in an unaltered state, apart from any work that may have been carried out to maintain the goods in working order, the goods cannot have been upgraded to increase their value. ",Use this service on GOV.UK,https://www.gov.uk/government/publications/import-and-export-returned-goods-relief-declarations-for-using-duplicate-lists-ce1246,,Service,GOV.UK,no,Difficult,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61110,Understand if you can use a customs special procedure,"Customs special procedures allow you to store, temporarily use, process or repair your goods and get partial or full relief from import duty, or in some cases suspension. ","Processing can be anything from simply sorting or repacking goods, up to the most complicated manufacturing. Repair is when goods are restored to their original working condition, but do not improve their performance. If you want to claim relief on goods for repair, you need to expect the goods to be repairable.   ",Read the guidance on GOV.UK,https://www.gov.uk/government/collections/pay-less-or-no-duty-on-goods-you-store-repair-process-or-temporarily-use,,Guidance,GOV.UK,no,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61120,Using inward processing to process or repair your goods,"Inward processing allows goods to be imported into the UK for processing without paying any duty or tax. For example, if the goods are being repaired or altered.","You can temporarily export your goods outside the UK for further processing. The time the goods spend outside the UK counts towards the total time they can stay in the procedure. 

If you need to temporarily export inward processing goods outside the UK for further process and return, this must be done under a full outward processing authorisation.",Read the guidance on GOV.UK,https://www.gov.uk/guidance/using-inward-processing-to-process-or-repair-your-goods,,Guidance,GOV.UK,no,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61130,Using outward processing to process or repair your goods,Outward processing means you can temporarily export goods to another country for processing and then re-import them with a partial or total relief from import duty.,"You can apply for an outward processing authorisation if you are established in the UK. You do not have to own the goods that are exported, and you do not have to be the person re-importing them. Another person can do that if they have your permission.",Read the guidance on GOV.UK,https://www.gov.uk/guidance/using-outward-processing-to-process-or-repair-your-goods,,Guidance,GOV.UK,no,Simple,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61140,Apply for Temporary Admission to import goods to or from the UK,"A Temporary Admission allows you to import goods to the UK, or move goods from Great Britain to Northern Ireland, and use them temporarily before re-exporting them.","You can apply for a Temporary Admission if you're the person using the goods or arranging an import declaration for the goods to be used on your behalf. Using Temporary Admission in Great Britain will depend on if you're established inside or outside the UK. In Northern Ireland, it will depend on if you're established inside or outside the EU.",Read the guidance on GOV.UK,https://www.gov.uk/guidance/apply-to-import-goods-temporarily-to-the-uk-or-eu,,Guidance,GOV.UK,no,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61150,Eligible goods and authorised uses,You can only use customs special procedures if the goods you are moving are authorised for a specific use.,The UK Government keeps an updated list of all commodity codes of goods that are eligible for an Authorised Use suspension. You need to make a declaration when you place your goods into authorised use and include your authorisation number.,Read the guidance on GOV.UK,https://www.gov.uk/government/publications/authorised-use-eligible-goods-and-authorised-uses,,Guidance,GOV.UK,no,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70110,Do I need a visa or work permit?,"Most countries have strict immigration requirements which means you'll need a visa, work permit or other documentation if you want to work in that country, even if it's only for a short time.","The Foreign, Commonwealth and Development Office (FCDO) has information about the visa and work permit requirements for over 220 countries. Find the country or overseas territory you want to travel to and follow the links for the local entry requirements.",Use this service on GOV.UK,https://www.gov.uk/foreign-travel-advice,https://www.gov.uk/foreign-travel-advice,Service,GOV.UK,yes,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70120,Check individual market entry requirements,"The Foreign, Commonwealth and Development Office (FCDO) has information about the visa and work permit requirements for over 220 countries.","Find the country or overseas territory you want to travel to and find information on entry requirements, as well as general advice and warnings about travelling abroad.",Use this service on GOV.UK,https://www.gov.uk/foreign-travel-advice,https://www.gov.uk/foreign-travel-advice,Service,GOV.UK,no,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70121,Check foreign travel advice for up to date travel information,"The Foreign, Commonwealth and Development Office (FCDO) has information about the visa and work permit requirements for over 220 countries.","Find the country or overseas territory you want to travel to and find information on entry requirements, as well as general advice and warnings about travelling abroad.",Use this service on GOV.UK,https://www.gov.uk/foreign-travel-advice,https://www.gov.uk/foreign-travel-advice,Service,GOV.UK,no,Simple,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
